"Burns, Sandra",3.73
"Patel, Saiju",3.85
"Schwartz, Sharon",3.65
"Perkowski, James",3.45
"Collins, Eliot",3.65
"Romano, Alfred",3.94
"Mukherjee, Arun",4.05
"Khosla, Noopur",3.6
"Nazi, Ghassan",4.37
"Safran, Steven",4.01
"Benedict, Krista",4.52
"Lopes, Denise",4.35
"Vaksman, Sofia",4.0
"Arias, Cecilia",4.47
"Ross, Arianne",3.73
"Roemer, Cynthia",3.82
"Milman, Yevgeniy",4.17
"Sergel, Emily",4.21
"Sherwood, Deborah",4.35
"Forgoston, Sacha",4.38
"Lieberman, Melissa",4.54
"Beals, Robert",4.28
"Kinkhabwala, Rita",3.54
"Sprague, Gabriela",3.66
"Schwarz, Jeffrey",4.0
"Woo, Jeffrey",4.35
"Mulvey, Sally",3.86
"Morehead, Diane",3.95
"Patel, Dhansukh",3.86
"Amodio, James",4.08
"Unger, Laura",4.13
"Cochran, Geraldine",4.21
"Scheiman, David",4.23
"Frankie, Joseph",3.69
"Hirsch, Lewis",3.53
"Menke, Michael",4.0
"Abadir, Rasha",4.01
"Sarker, Shorab",3.46
"Tabanli, Sheila",3.92
"D'Alesandro, Anthony",3.93
"Goldberg, Richard",3.89
"Guadagni, Joseph",4.12
"Ning, Harold",3.62
"Threlfall, Shawn",4.14
"Grier, Toby",3.69
"Parmar, Davanjit",4.2
"Hafizi, Fatemeh",3.45
"Sargsyan, Grigor",3.54
"Cooney, Bernadette",3.94
"Charnley, Matthew",4.29
"Banerjee, Banmali",4.01
"Goonetilleke, Lasantha",3.99
"Hendricks, Kristen",4.14
"Bradley, Kristen",3.75
"Noone, Kevin",4.17
"Soffer, Sara",3.83
"Bahri Nunziante, Diana",3.87
"O'Halloran, Roger",4.08
"Krueger, August",2.93
"Prevost, Shari",3.9
"Coley, Ian",3.96
"Song, Jian",3.95
"Peterson, Stephen",4.09
"Wasserman, Eric",4.03
"Smythe, Iian",4.32
"Mischaikow, Konstantin",3.4
"Marszalek, Wieslaw",3.38
"Ullman, Peter",4.07
"Zurovchak, James",4.04
"Sesum, Natasa",3.83
"Cogar, Samuel",4.32
"Toprak, Ebru",3.79
"Sosa, Jose",3.67
"Barreto-Aranda, Victor",3.57
"Malik, Amita",3.05
"Kallupalam Balasubram, Moulik",3.96
"Shtelen, Vladimir",3.81
"Tsipenyuk, Natalya",4.09
"Echeverria Echeverria, Mariano",4.4
"Balaban, Tadeusz",3.46
"Sanchez Tapia, Cynthia",3.55
"Walker, Alexander",3.78
"Retakh, Vladimir",3.83
"Vogelius, Michael",3.67
"Wu, Chenxi",3.67
"Tiep, Pham",4.29
"Peruvemba Narayanan, Bhargav",3.45
"Mavrea, Ioanna",3.48
"Rong, Xiaochun",3.61
"Rota, Franco",3.92
"Perelman, Naum",3.61
"Chanillo, Sagun",3.44
"Ma, Man Shun",4.1
"Kan, Sophie",3.3
"Salamon, Joshua",4.0
"Carbone, Lisa",3.99
"Molnar, David",3.7
"Sussmann, Hector",3.33
"Woodward, Christopher",4.25
"Gui, Bin",4.25
"Mejia-Ramos, Juan",3.94
"Komlos, Janos",3.97
"Moeller, Sven",4.01
"Huang, Xiaojun",4.22
"Beck, Jozsef",3.56
"Kiessling, Michael",2.98
"Kepley, Shane",3.4
"Luo, Feng",3.94
"Xiao, Jingni",3.86
"Thomas, Simon",4.27
"Huang, Yi-Zhi",3.64
"Klatt, Brian",4.3
"Miller, Stephen",4.22
"Noh, Eunjung",3.82
"Queirolo, Elena",3.71
"Matveev, Konstantin",3.9
"Sahi, Siddhartha",3.3
"Soffer, Avraham",3.25
"Kopparty, Swastik",3.54
"Tunnell, Jerrold",3.08
"Weibel, Charles",2.84
"Burrin, Claire",3.39
"Gupta, Purvi",3.91
"Goldstein, Sheldon",3.76
"Cuello, William",3.63
"Pham, Triet",3.86
"Weston, Kimberly",4.15
"Reynolds, Guy",4.34
"Harris, Lynn",4.31
"Bifulco, Christina",4.07
"Uppuganti, Lakshmi Sowjanya",3.88
"Gonet, Sophia",4.09
"Sequin, Matthew",4.01
"Gulick, Debra",4.43
"Weingart, Michael",3.77
"Martorano, Paul",4.34
"Farro, Scott",4.01
"Kennedy, Joanne",3.16
"Kerrigan, John",4.49
"Mehta, Nishali",4.17
"Liu, Liping",2.57
"Bowles, Malcolm",4.22
"Vera, Laurent",4.33
"Lepowsky, James",3.64
"Vasquez, Jennifer",4.07
"Sun, Hao",4.21
"Scheffer, Vladimir",2.9
"Frizzell, Carrie",4.08
"Hovsepyan, Narek",4.02
"Zhang, Keyang",2.68
"Mirek, Mariusz",3.72
"Silverstein, Laura",4.01
"Gilat, Shira",3.84
"Ketover, Daniel",4.18
"Li, Chi",3.21
"Li, Zongyuan",4.31
"Kriventsov, Denis",3.77
"Jauslin, Ian",4.08
"Mondal, Priyadip",4.11
"Gunby, Benjamin",4.2
"Ali, Abid",3.54
"Cao, Yunbai",3.97
"Larsen, Kasper",3.78
"Cakoni, Fioralba",4.08
"Zeilberger, Doron",3.99
"Mckemmie, Eilidh",3.99
"Ling, Eric",3.79
"Sun, Yuhan",3.61
"Shi, Ziming",3.27
"Luo, Yanwen",4.31
"Lutsko, Christopher",3.84
"Smilansky, Yotam",4.09
"Dunkelman, Jodi",4.41
"Woodbury, Michael",3.62
"Grillo, Corey",4.28
"Jabbari, Mohammad",3.66
"Volpe, Tyler",4.23
"Ellis, Paul",4.13
"Cheng, Chiahui",3.62
"Mavrogiannis, Georgios",3.79
"Ma, Zilu",3.86
"Kontorovich, Alex",3.93
"Zhou, Zehui",3.88
"Soria Carro, Maria",4.3
"Sun, Hongbin",3.91
"Calderoni, Filippo",4.18
"Dul, Filip",4.29
"Han, Zheng-Chao",3.58
"Krishnan, Gautam Gopal",3.99
"Saks, Michael",4.32
"Stewart, Gavin",3.65
"Thieme, Cameron",2.55
"Chen, William",3.41
"Hejna, Agnieszka",3.87
"Dimitrov, Stoyan",3.61
"Borisov, Lev",3.88
"Cuadrado, Maria",3.84
"Ross Pathak, Arianne",4.15
"Schwarz, Jeff",3.87
"George, Michael",3.64
"Shah, Dr. Rajiv",3.71
"Lee, Jae Ki",4.25
"Martin, Shannon",4.29
"Xie, Junming",3.44
"Sequin, Matt",4.21
"Vinci, Sarina",4.32
"Yeung, Marc",3.99
"Stone, Corey",4.1
"Mallick, Abhishek",3.6
"Hallgren, Maximilien",3.79
"Rocha Vieira, Ewerton",3.61
"Gunby-Mann, Benjamin",4.22
"D'Elia, Elizabeth",4.22
"Khaitan, Ayush",3.89
"Kriventsov, Dennis",3.93
"Van De Moortel, Maxime",4.01
"Tobasco, Ian",3.63
"Zou, Jiahua",3.35
"Tahvildar-Zadeh, Shadi",4.0
"Alonso Lorenzo, Izar",3.52
"Benhamou, Tom",3.19
"Urtiaga Erneta, Inigo",3.77
"Spiro, Samuel",3.92
"Chan, Swee Hong",4.14
"Kwon, Heeyoung",4.04
"Bhuyan, Sue",4.15
"Ferguson, Brent",3.74
"Goswami, Rashmika",3.44
"Queiroz Velter, Mariana",3.72
"Du, Jishen",3.24
"Bahri, Mohamed El Hedi",3.9
"Wang, Jianxiong",3.33
"Leung, Wing Hong",3.25
"Goonetilleke, Las",3.87
"Sinapova, Dima",3.66
"Nair, Gokul",3.8
"Rao, Zhenghao",2.8
"Carlen, Eric",3.45
"Zhang, Wujun",3.78
"Li, Yanyan",2.78
"Fuzeto Gameiro, Marcio",3.77
"Xu, Guangbo",3.37
"Sangam, Karuna",4.41
